144,30,257,2
144,30,257,2
145,110,296,2
145,110,296,2
146,9,35,1
146,9,35,2
147,29,238,2
147,29,238,2
148,15,252,2
148,15,252,2
149,112,231,2
149,112,231,1
150,50,167,2
150,50,167,2
151,119,244,2
151,119,244,2
152,12,53,1
152,12,53,2
153,40,213,1
153,40,213,1
154,7,241,2
154,7,241,1
155,146,294,1
155,146,294,2
156,107,144,2
156,107,144,2
157,0,7,1
157,0,7,2
158,26,53,1
158,26,53,2
159,92,264,1
159,92,264,1
160,67,136,2
160,67,136,1
161,179,245,2
161,179,245,1
162,12,273,1
162,12,273,2
163,61,134,1
163,61,134,2
164,102,189,2
164,102,189,2
165,131,142,1
165,131,142,2
166,0,48,2
166,0,48,2
167,5,135,2
167,5,135,1
168,77,106,1
168,77,106,1
169,96,156,2
169,96,156,1
170,151,198,2
170,151,198,2
171,86,217,1
171,86,217,1
172,11,280,2
172,11,280,2
173,30,218,1
173,30,218,1
174,34,252,2
174,34,252,2
175,178,257,2
175,178,257,1
176,64,207,1
176,64,207,1
177,246,270,2
177,246,270,2
178,49,174,2
178,49,174,2
179,95,193,1
179,95,193,2
180,45,168,2
180,45,168,2
181,129,240,1
181,129,240,1
182,1,34,2
182,1,34,2
183,62,76,1
183,62,76,2
184,20,117,2
184,20,117,2
185,107,250,1
185,107,250,2
186,38,158,1
186,38,158,2
187,170,209,2
187,170,209,1
188,128,185,1
188,128,185,2
189,51,279,1
189,51,279,2
190,31,276,2
190,31,276,2
191,24,48,2
191,24,48,2
192,110,217,1
192,110,217,2
193,60,129,1
193,60,129,1
194,71,292,2
194,71,292,1
195,32,168,2
195,32,168,2
196,74,147,1
196,74,147,1
197,181,238,1
197,181,238,2
198,98,195,1
198,98,195,1
199,93,111,1
199,93,111,1
200,63,152,2
200,63,152,1
201,9,184,2
201,9,184,2
202,3,281,2
202,3,281,2
203,151,225,1
203,151,225,1
204,85,115,1
204,85,115,1
205,97,212,1
205,97,212,1
206,236,254,2
206,236,254,2
207,137,285,2
207,137,285,1
208,84,199,1
208,84,199,2
209,121,297,2
209,121,297,2
210,38,206,1
210,38,206,1
211,209,235,2
211,209,235,2
212,21,249,2
212,21,249,1
213,51,132,2
213,51,132,2
214,92,106,1
214,92,106,1
215,82,223,1
215,82,223,1
216,143,187,1
216,143,187,2
217,261,292,1
217,261,292,2
218,81,208,1
218,81,208,1
219,184,204,1
219,184,204,1
220,151,240,1
220,151,240,2
221,166,272,2
221,166,272,2
222,178,197,2
222,178,197,2
223,162,164,2
223,162,164,1
224,78,186,1
224,78,186,2
225,27,152,2
225,27,152,2
226,21,55,2
226,21,55,2
227,37,109,1
227,37,109,1
228,155,229,1
228,155,229,1
229,162,291,2
229,162,291,1
230,8,23,1
230,8,23,2
231,203,243,2
231,203,243,2
232,69,293,2
232,69,293,2
233,7,194,2
233,7,194,2
234,129,265,2
234,129,265,2
235,97,258,1
235,97,258,1
236,116,280,2
236,116,280,2
237,19,276,2
237,19,276,2
238,56,168,1
238,56,168,2
239,236,267,2
239,236,267,2
240,19,119,1
240,19,119,1
241,124,153,2
241,124,153,2
242,137,286,2
242,137,286,2
243,125,159,2
243,125,159,2
244,25,198,2
244,25,198,2
245,95,119,1
245,95,119,1
246,36,228,1
246,36,228,1
247,185,267,1
247,185,267,2
248,55,233,1
248,55,233,1
249,97,251,1
249,97,251,1
250,113,157,2
250,113,157,2
251,33,49,2
251,33,49,2
252,146,269,2
252,146,269,1
253,161,281,2
253,161,281,2
254,130,268,2
254,130,268,2
255,138,268,2
255,138,268,2
256,115,183,2
256,115,183,1
257,242,255,1
257,242,255,1
258,60,232,1
258,60,232,2
259,282,284,1
259,282,284,1
260,85,295,1
260,85,295,2
261,81,295,1
261,81,295,2
262,31,259,2
262,31,259,2
263,69,221,1
263,69,221,1
264,225,273,2
264,225,273,2
265,79,198,2
265,79,198,2
266,8,223,2
266,8,223,1
267,100,174,2
267,100,174,2
268,3,126,2
268,3,126,1
269,203,233,2
269,203,233,2
270,224,282,2
270,224,282,2
271,46,66,2
271,46,66,1
272,196,224,1
272,196,224,1
273,163,192,2
273,163,192,2
274,182,193,1
274,182,193,1
275,277,290,2
275,277,290,1
276,30,104,1
276,30,104,2
277,57,114,1
277,57,114,1
278,3,234,2
278,3,234,1
279,70,188,2
279,70,188,2
280,138,291,2
280,138,291,1
281,176,188,2
281,176,188,2
282,41,66,2
282,41,66,2
283,80,200,1
283,80,200,1
284,93,238,1
284,93,238,1
285,124,219,2
285,124,219,1
286,44,52,2
286,44,52,2
287,81,222,1
287,81,222,1
288,5,64,2
288,5,64,2
289,62,132,2
289,62,132,1
290,73,199,2
290,73,199,2
291,123,252,1
291,123,252,2
292,17,22,2
292,17,22,1
293,16,101,1
293,16,101,2
294,98,239,1
294,98,239,1
295,47,205,1
295,47,205,1
296,59,78,2
296,59,78,2
297,85,234,1
297,85,234,1
298,10,221,1
298,10,221,2
299,120,290,2
299,120,290,2
300,118,265,2
300,118,265,2
301,64,159,1
301,64,159,1
302,36,140,1
302,36,140,1
303,103,106,1
303,103,106,1
304,113,272,2
304,113,272,2
305,177,269,1
305,177,269,1
306,196,293,2
306,196,293,2
307,21,259,2
307,21,259,2
308,70,264,2
308,70,264,2
309,237,242,1
309,237,242,2
310,1,249,2
310,1,249,2
311,239,261,1
311,239,261,2
312,27,28,1
312,27,28,1
313,237,262,2
313,237,262,2
314,100,218,1
314,100,218,2
315,91,296,2
315,91,296,2
316,59,260,1
316,59,260,2
317,153,229,1
317,153,229,1
318,58,87,1
318,58,87,2
319,56,226,1
319,56,226,2
320,160,214,1
320,160,214,2
321,87,140,2
321,87,140,2
322,42,55,1
322,42,55,2
323,54,162,2
323,54,162,2
324,33,82,2
324,33,82,2
325,8,141,2
325,8,141,2
326,114,271,2
326,114,271,2
327,70,277,1
327,70,277,1
328,128,285,2
328,128,285,2
329,267,269,1
329,267,269,1
330,11,154,1
330,11,154,2
331,37,278,1
331,37,278,1
332,37,51,1
332,37,51,1
333,6,191,2
333,6,191,2
334,95,220,1
334,95,220,1
335,140,185,2
335,140,185,2
336,72,145,1
336,72,145,1
337,25,204,1
337,25,204,1
338,125,169,2
338,125,169,2
339,9,190,2
339,9,190,2
340,16,23,2
340,16,23,2
341,1,222,1
341,1,222,1
342,178,180,1
342,178,180,2
343,133,254,1
343,133,254,2
344,130,275,2
344,130,275,2
345,184,248,1
345,184,248,1
346,16,207,2
346,16,207,1
347,49,94,1
347,49,94,2
348,72,89,2
348,72,89,2
349,155,194,2
349,155,194,2
350,261,289,2
350,261,289,2
351,28,177,2
351,28,177,1
352,123,280,2
352,123,280,2
353,13,253,2
353,13,253,1
354,171,283,1
354,171,283,2
355,76,263,1
355,76,263,1
356,101,134,2
356,101,134,2
357,182,255,1
357,182,255,1
358,45,127,2
358,45,127,2
359,113,221,1
359,113,221,2
360,54,205,1
360,54,205,1
361,6,59,2
361,6,59,2
362,247,287,2
362,247,287,2
363,15,234,2
363,15,234,2
364,20,33,2
364,20,33,2
365,122,167,1
365,122,167,2
366,149,192,1
366,149,192,2
367,210,274,2
367,210,274,2
368,94,229,1
368,94,229,1
369,160,216,1
369,160,216,1
370,285,287,1
370,285,287,2
371,128,230,1
371,128,230,1
372,2,181,2
372,2,181,2
373,31,56,2
373,31,56,2
374,123,228,1
374,123,228,1
375,17,25,2
375,17,25,1
376,74,126,1
376,74,126,1
377,270,273,2
377,270,273,2
378,274,298,2
378,274,298,2
379,172,191,2
379,172,191,2
380,246,275,2
380,246,275,2
381,6,52,2
381,6,52,2
382,12,66,2
382,12,66,2
383,104,112,1
383,104,112,2
384,39,130,1
384,39,130,1
385,247,265,2
385,247,265,2
386,161,179,2
386,161,179,1
387,116,241,2
387,116,241,2
388,161,245,1
388,161,245,2
389,169,253,1
389,169,253,1
390,118,142,2
390,118,142,2
391,103,291,2
391,103,291,2
392,87,98,2
392,87,98,1
393,90,226,1
393,90,226,1
394,86,233,1
394,86,233,1
395,159,228,1
395,159,228,1
396,88,172,2
396,88,172,1
397,2,201,2
397,2,201,1
398,47,145,2
398,47,145,2
399,73,206,1
399,73,206,1
400,92,195,2
400,92,195,2
401,13,28,2
401,13,28,2
402,214,288,2
402,214,288,2
403,224,231,2
403,224,231,2
404,283,284,1
404,283,284,2
405,133,288,2
405,133,288,2
406,100,201,2
406,100,201,1
407,50,89,2
407,50,89,1
408,24,173,2
408,24,173,2
409,143,235,1
409,143,235,1
410,40,154,1
410,40,154,1
411,83,299,2
411,83,299,1
412,107,246,2
412,107,246,1
413,166,193,2
413,166,193,1
414,242,251,1
414,242,251,1
415,175,212,2
415,175,212,2
416,0,83,2
416,0,83,2
417,108,217,2
417,108,217,2
418,157,195,2
418,157,195,2
419,90,114,2
419,90,114,2
420,153,253,2
420,153,253,2
421,96,227,2
421,96,227,1
422,247,289,2
422,247,289,1
423,141,158,2
423,141,158,2
424,50,205,1
424,50,205,1
425,14,158,2
425,14,158,2
426,84,298,2
426,84,298,1
427,63,292,1
427,63,292,2
428,117,172,2
428,117,172,2
429,43,73,2
429,43,73,2
430,133,216,1
430,133,216,1
431,60,206,1
431,60,206,1
432,122,190,2
432,122,190,2
433,65,213,1
433,65,213,1
434,32,225,1
434,32,225,1
435,4,132,2
435,4,132,2
436,160,169,2
436,160,169,2
437,77,173,2
437,77,173,2
438,211,266,2
438,211,266,2
439,52,293,2
439,52,293,2
440,72,204,1
440,72,204,1
441,91,177,1
441,91,177,2
442,124,188,2
442,124,188,2
443,137,194,2
443,137,194,2
444,76,99,2
444,76,99,2
445,211,251,2
445,211,251,2
446,32,150,1
446,32,150,1
447,43,79,1
447,43,79,2
448,58,279,1
448,58,279,1
449,216,244,1
449,216,244,2
